1,-39.169628,-39.169628,-7.726821,
2,-39.169628,-39.169628,-7.497312,
3,-39.169628,-39.169628,-7.650318,
4,-39.169628,-39.169628,-7.650318,
5,-39.169628,-39.169628,-6.579274,
6,-39.169628,-39.169628,-7.573815,
7,-39.169628,-39.169628,-7.497312,
8,-39.169628,-39.169628,-6.502770,
9,-39.169628,-39.169628,-6.579274,
10,-39.169628,-39.169628,-7.191299,
11,-39.169628,-39.169628,-6.579274,
12,-39.169628,-39.169628,-7.344306,
13,-39.169628,-39.169628,-7.726821,
14,-39.169628,-39.169628,-7.650318,
15,-39.169628,-39.169628,-7.573815,
16,-39.169628,-39.169628,-7.497312,
17,-39.169628,-39.169628,-7.726821,
18,-39.169628,-39.169628,-7.573815,
19,-39.169628,-39.169628,-7.726821,
20,-39.169628,-39.169628,-7.650318,
21,-39.169628,-39.169628,-7.497312,
22,-39.169628,-39.169628,-7.650318,
23,-39.169628,-39.169628,-7.573815,
24,-39.169628,-39.169628,-7.650318,
25,-39.169628,-39.169628,-7.650318,
26,-39.169628,-39.169628,-7.650318,
27,-39.169628,-39.169628,-7.650318,
28,-39.169628,-39.169628,-7.650318,
29,-39.169628,-39.169628,-7.650318,
30,-39.169628,-39.169628,-7.650318,
31,-39.169628,-39.169628,-7.803324,
32,-39.169628,-39.169628,-7.497312,
33,-39.169628,-39.169628,-7.650318,
34,-39.169628,-39.169628,-7.726821,
35,-39.169628,-39.169628,-7.650318,
36,-39.169628,-39.169628,-7.573815,
37,-39.169628,-39.169628,-7.650318,
38,-39.169628,-39.169628,-7.573815,
39,-39.169628,-39.169628,-7.726821,
40,-39.169628,-39.169628,-7.650318,
41,-39.169628,-39.169628,-7.650318,
42,-39.169628,-39.169628,-7.573815,
43,-39.169628,-39.169628,-7.650318,
44,-39.169628,-39.169628,-7.573815,
45,-39.169628,-39.169628,-7.573815,
46,-39.169628,-39.169628,-7.650318,
47,-39.169628,-39.169628,-7.573815,
48,-39.169628,-39.169628,-7.726821,
49,-39.169628,-39.169628,-7.726821,
50,-39.169628,-39.169628,-7.650318,
51,-39.169628,-39.169628,-7.497312,
52,-39.169628,-39.169628,-7.650318,
53,-39.169628,-39.169628,-7.650318,
54,-39.169628,-39.169628,-7.803324,
55,-39.169628,-39.169628,-7.650318,
56,-39.169628,-39.169628,-7.650318,
57,-39.169628,-39.169628,-7.573815,
58,-39.169628,-39.169628,-7.650318,
59,-39.169628,-39.169628,-7.726821,
60,-39.169628,-39.169628,-7.573815,
61,-39.169628,-39.169628,-7.573815,
62,-39.169628,-39.169628,-6.502770,
63,-39.169628,-39.169628,-6.502770,
64,-39.169628,-39.169628,-6.732280,
65,-39.169628,-39.169628,-6.502770,
